sample_id,noise_type,snr_db,system,used_enhancement,reference,hypothesis,wer,cer,duration_sec,avg_logprob
1221-135766-0002,soundtrack,0,adaptive,True,yet these thoughts affected hester prynne less with hope than apprehension,that they thought that could have to print less with hope and action.,0.9090909090909091,0.4594594594594595,4.825,-0.8892104765948128
1284-1180-0000,white,20,raw,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buffles, a blue ruffled waist and a jacket of bright blue braided with gold.",0.125,0.0390625,8.12,-0.26983080683527766
1284-1180-0000,white,20,enhanced,True,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"You wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist and a jacket and bright blue braided knee gold.",0.25,0.1015625,8.12,-0.354032539032601
1284-1180-0000,white,20,adaptive,True,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"You wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist and a jacket and bright blue braided knee gold.",0.25,0.1015625,8.12,-0.354032539032601
1284-1180-0000,white,10,raw,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"Through our blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist and a jacket of bright blue braided with gold.",0.20833333333333334,0.09375,8.12,-0.3264978511913403
1284-1180-0000,white,10,enhanced,True,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"We were blue silk stockings, blue meat hands, the gold buckles, a blue ruffled waste, and a active in bright blue, bright in the cold.",0.625,0.2734375,8.12,-1.0249915195712993
1284-1180-0000,white,10,adaptive,True,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"We were blue silk stockings, blue meat hands, the gold buckles, a blue ruffled waste, and a back in the light, blue, bright, and gold.",0.6666666666666666,0.296875,8.12,-1.0321606244163952
1284-1180-0000,white,0,raw,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"She wore blue shirt stockings, blue knee pants, the gold buckle, a blue roughly waist, and a jacket and quite blue braided with gold.",0.4583333333333333,0.1953125,8.12,-0.8629700313596165
1284-1180-0000,white,0,enhanced,True,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"You were a group of faculty, you knew you could go back to me. I knew you were a group of faculty, and I knew you were a group of faculty,",1.2083333333333333,0.8125,8.12,-0.7348603105003183
1284-1180-0000,white,0,adaptive,True,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"You were a group of faculty, you knew you could go back to me. I knew you were a group of faculty, and I knew you were a group of faculty,",1.2083333333333333,0.8125,8.12,-0.7348603105003183
1284-1180-0000,pink,20,raw,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist, and a jacket of bright blue braided with gold.",0.16666666666666666,0.03125,8.12,-0.18087532164322007
1284-1180-0000,pink,20,enhanced,True,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist, and a jacket and bright blue braiding with gold.",0.25,0.078125,8.12,-0.3651816060668544
1284-1180-0000,pink,20,adaptive,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist, and a jacket of bright blue braided with gold.",0.16666666666666666,0.03125,8.12,-0.18087532164322007
1284-1180-0000,pink,10,raw,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist and a jacket of bright blue braided with gold.",0.125,0.0234375,8.12,-0.19609047271109917
1284-1180-0000,pink,10,enhanced,True,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist, and a jacket and bright blue braiding with gold.",0.25,0.078125,8.12,-0.37398925188340637
1284-1180-0000,pink,10,adaptive,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist and a jacket of bright blue braided with gold.",0.125,0.0234375,8.12,-0.19609047271109917
1284-1180-0000,pink,0,raw,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist and a jacket of bright blue braided with gold.",0.125,0.0234375,8.12,-0.19736607332487363
1284-1180-0000,pink,0,enhanced,True,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"You wore blue silk stockings, blue knee pants with gold buckles, a blue ruckled waist and a jacket and bright blue braiding with gold.",0.2916666666666667,0.109375,8.12,-0.30923706776386983
1284-1180-0000,pink,0,adaptive,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist and a jacket of bright blue braided with gold.",0.125,0.0234375,8.12,-0.19736607332487363
1284-1180-0000,soundtrack,20,raw,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist and a jacket of bright blue braided with gold.",0.125,0.0234375,8.12,-0.2023317991076289
1284-1180-0000,soundtrack,20,enhanced,True,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue rusted waist and a jacket and bright blue braiding gold.",0.2916666666666667,0.1171875,8.12,-0.3342040385518755
1284-1180-0000,soundtrack,20,adaptive,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist and a jacket of bright blue braided with gold.",0.125,0.0234375,8.12,-0.2023317991076289
1284-1180-0000,soundtrack,10,raw,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist, and a jacket of bright blue braided with gold.",0.16666666666666666,0.03125,8.12,-0.24202381778094503
1284-1180-0000,soundtrack,10,enhanced,True,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue rocket waist and a jacket and bright blue braided with gold.",0.20833333333333334,0.0859375,8.12,-0.34150708743504116
1284-1180-0000,soundtrack,10,adaptive,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"He wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist, and a jacket of bright blue braided with gold.",0.16666666666666666,0.03125,8.12,-0.24202381778094503
1284-1180-0000,soundtrack,0,raw,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"You wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist, and a jacket and bright blue braided new gold.",0.2916666666666667,0.109375,8.12,-0.3524896910316066
1284-1180-0000,soundtrack,0,enhanced,True,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,The war between self-stockings. Blue knee hands with gold buckles. A blue rocket weighs and is activated by blue breathing in gold.,0.6666666666666666,0.3828125,8.12,-0.888606972164578
1284-1180-0000,soundtrack,0,adaptive,False,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,"You wore blue silk stockings, blue knee pants with gold buckles, a blue ruffled waist, and a jacket and bright blue braided new gold.",0.2916666666666667,0.109375,8.12,-0.3524896910316066
1320-122612-0001,white,20,raw,False,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The dues were suffered to exhale, and the sun had dispersed the mists, and was shedding a strong and clear light in the forest when the travelers resumed their journey.",0.13333333333333333,0.030303030303030304,9.52,-0.24950922989263769
1320-122612-0001,white,20,enhanced,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The Jews were suffered to exhale, and the sun had dispersed the mist, and was shedding its strong and clear light in the forest when the travelers resumed their journey.",0.16666666666666666,0.04242424242424243,9.52,-0.29028060803046596
1320-122612-0001,white,20,adaptive,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The Jews were suffered to exhale, and the sun had dispersed the mist, and was shedding its strong and clear light in the forest when the travelers resumed their journey.",0.16666666666666666,0.04242424242424243,9.52,-0.29028060803046596
1320-122612-0001,white,10,raw,False,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,The Jews were suffered to exhale and the sun had dispersed the mist and was shedding a strong and clear light in the forest when the travelers resumed their journey.,0.1,0.01818181818181818,9.52,-0.24731383323669434
1320-122612-0001,white,10,enhanced,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The dunes were tougher to exhale, and the sun had dispersed the mist, and the shedding had strong and clear light in the forest, and the paddlers were new to their young men.",0.4666666666666667,0.24848484848484848,9.52,-0.6553786330752902
1320-122612-0001,white,10,adaptive,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The dunes were tougher to exhale, and the sun had dispersed the mist, and the shedding had strong and clear light in the forest, and the paddlers were new to their young men.",0.4666666666666667,0.24848484848484848,9.52,-0.6553786330752902
1320-122612-0001,white,0,raw,False,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The views were separate to its hair and the sun had dispersed in its, and the sun had strong and clear light in the forest, and the shadows were viewed as their skin.",0.5333333333333333,0.36363636363636365,9.52,-0.8700566322375567
1320-122612-0001,white,0,enhanced,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The views reflect their own and the sun has expressed the note, and they're starting to dawn and fear life in the forest, and the path of the wind will gain.",0.7333333333333333,0.503030303030303,9.52,-1.0045922086352395
1320-122612-0001,white,0,adaptive,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The views reflect their own and the sun has expressed the note, and they're starting to dawn and fear life in the forest, and the path of the wind will gain.",0.7333333333333333,0.503030303030303,9.52,-1.0045922086352395
1320-122612-0001,pink,20,raw,False,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The dews were suffered to exhale, and the sun had dispersed the mists, and was shedding a strong and clear light in the forest when the travelers resumed their journey.",0.1,0.01818181818181818,9.52,-0.24658176957107172
1320-122612-0001,pink,20,enhanced,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,The Jews were suffered to exhale and the sun had dispersed the mist and was shedding it strong and clear light in the forest when the travelers resumed their journey.,0.13333333333333333,0.030303030303030304,9.52,-0.2956907813613479
1320-122612-0001,pink,20,adaptive,False,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The dews were suffered to exhale, and the sun had dispersed the mists, and was shedding a strong and clear light in the forest when the travelers resumed their journey.",0.1,0.01818181818181818,9.52,-0.24658176957107172
1320-122612-0001,pink,10,raw,False,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The dews were suffered to exhale, and the sun had dispersed the mists, and was shedding a strong and clear light in the forest when the travelers resumed their journey.",0.1,0.01818181818181818,9.52,-0.28576513616050164
1320-122612-0001,pink,10,enhanced,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,The Jews were suffered to exhale and the sun had dispersed the mist and was shedding it strong and clear light in the forest when the travelers resumed their journey.,0.13333333333333333,0.030303030303030304,9.52,-0.2869571318497529
1320-122612-0001,pink,10,adaptive,False,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The dews were suffered to exhale, and the sun had dispersed the mists, and was shedding a strong and clear light in the forest when the travelers resumed their journey.",0.1,0.01818181818181818,9.52,-0.28576513616050164
1320-122612-0001,pink,0,raw,False,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,The dues were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey.,0.06666666666666667,0.01818181818181818,9.52,-0.26492004458968704
1320-122612-0001,pink,0,enhanced,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,The Jews were suffered to exhale and the sun had dispersed the mist and was shedding its strong and clear light in the forest when the travelers resumed their journey.,0.13333333333333333,0.03636363636363636,9.52,-0.2878816675495457
1320-122612-0001,pink,0,adaptive,False,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,The dues were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey.,0.06666666666666667,0.01818181818181818,9.52,-0.26492004458968704
1320-122612-0001,soundtrack,20,raw,False,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The dews were suffered to exhale, and the sun had dispersed the mists, and was shedding a strong and clear light in the forest when the travelers resumed their journey.",0.1,0.01818181818181818,9.52,-0.2442670586781624
1320-122612-0001,soundtrack,20,enhanced,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The Jews were suffered to exhale, and the sun had dispersed the mist, and was shedding its strong and clear light in the forest when the travelers resumed their journey.",0.16666666666666666,0.04242424242424243,9.52,-0.28936108564719176
1320-122612-0001,soundtrack,20,adaptive,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The Jews were suffered to exhale, and the sun had dispersed the mist, and was shedding its strong and clear light in the forest when the travelers resumed their journey.",0.16666666666666666,0.04242424242424243,9.52,-0.28936108564719176
1320-122612-0001,soundtrack,10,raw,False,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The dews were suffered to exhale, and the sun had dispersed the mists, and was shedding a strong and clear light in the forest when the travelers resumed their journey.",0.1,0.01818181818181818,9.52,-0.30668764579586866
1320-122612-0001,soundtrack,10,enhanced,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The Jews were suffered to exhale, and the sun had dispersed the mist, and was shedding its strong and clear light in the forest when the travelers resumed their journey.",0.16666666666666666,0.04242424242424243,9.52,-0.32551998358506423
1320-122612-0001,soundtrack,10,adaptive,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The Jews were suffered to exhale, and the sun had dispersed the mist, and was shedding its strong and clear light in the forest when the travelers resumed their journey.",0.16666666666666666,0.04242424242424243,9.52,-0.32551998358506423
1320-122612-0001,soundtrack,0,raw,False,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The dew's were suffered to exhale, and the sun had dispersed the mists, and was shedding a strong and clear light in the forest when the trampoos resumed their journey.",0.16666666666666666,0.05454545454545454,9.52,-0.41867034475911746
1320-122612-0001,soundtrack,0,enhanced,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The Jews were separate to the exhale, and the sun had dispersed the winds, and was shedding its strong and clear light in the forest, and the I'm going to get back into the room for that journey.",0.6333333333333333,0.37575757575757573,9.52,-1.076739328567471
1320-122612-0001,soundtrack,0,adaptive,True,the dews were suffered to exhale and the sun had dispersed the mists and was shedding a strong and clear light in the forest when the travelers resumed their journey,"The Jews were separate to the exhale, and the sun had dispersed the winds, and was shedding its strong and clear light in the forest, and the Thank you for the bad news, we'll see you in the next video.",0.7,0.42424242424242425,9.52,-1.0543510140332961
1580-141083-0000,white,20,raw,False,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.2063204256050727
1580-141083-0000,white,20,enhanced,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.24224750076731047
1580-141083-0000,white,20,adaptive,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.24224750076731047
1580-141083-0000,white,10,raw,False,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.21188010151187578
1580-141083-0000,white,10,enhanced,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as with her to limit the events to any particular place or give a clue as to the people concerned.,0.13333333333333333,0.058823529411764705,8.94,-0.3167596500780847
1580-141083-0000,white,10,adaptive,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as with her to limit the events to any particular place or give a clue as to the people concerned.,0.13333333333333333,0.058823529411764705,8.94,-0.3167596500780847
1580-141083-0000,white,0,raw,False,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as reserve to limit the event to any particular place or give a clue as to the people concerned.,0.16666666666666666,0.058823529411764705,8.94,-0.29733588354928153
1580-141083-0000,white,0,enhanced,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my take to avoid such terms with your third preliminary event and articulate the place. Or give a clue that you can give a clue.,0.6333333333333333,0.39215686274509803,8.94,-0.7521965095871374
1580-141083-0000,white,0,adaptive,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my take to avoid such terms with your third preliminary event and articulate the place. Or give a clue that you can give a clue.,0.6333333333333333,0.39215686274509803,8.94,-0.7521965095871374
1580-141083-0000,pink,20,raw,False,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.19156966446077123
1580-141083-0000,pink,20,enhanced,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.19802892373667824
1580-141083-0000,pink,20,adaptive,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.19802892373667824
1580-141083-0000,pink,10,raw,False,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.18531092037172878
1580-141083-0000,pink,10,enhanced,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.20494921753803888
1580-141083-0000,pink,10,adaptive,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.20494921753803888
1580-141083-0000,pink,0,raw,False,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.18965962266220765
1580-141083-0000,pink,0,enhanced,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.25401584804058075
1580-141083-0000,pink,0,adaptive,False,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.18965962266220765
1580-141083-0000,soundtrack,20,raw,False,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.19923861280960195
1580-141083-0000,soundtrack,20,enhanced,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.22400695002741283
1580-141083-0000,soundtrack,20,adaptive,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.22400695002741283
1580-141083-0000,soundtrack,10,raw,False,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.2017835177042905
1580-141083-0000,soundtrack,10,enhanced,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as we serve to limit the events to any particular place or give a clue as to the people concerned.,0.1,0.0392156862745098,8.94,-0.2322952159576946
1580-141083-0000,soundtrack,10,adaptive,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as we serve to limit the events to any particular place or give a clue as to the people concerned.,0.1,0.0392156862745098,8.94,-0.2322952159576946
1580-141083-0000,soundtrack,0,raw,False,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned.,0.06666666666666667,0.013071895424836602,8.94,-0.22360408744391272
1580-141083-0000,soundtrack,0,enhanced,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in our statement to avoid such terms as reserved to limit the events to make particular place or give a clue as to the people in the start.,0.26666666666666666,0.16993464052287582,8.94,-0.43866565743008173
1580-141083-0000,soundtrack,0,adaptive,True,i will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place or give a clue as to the people concerned,I will endeavor in our statement to avoid such terms as reserved to limit the events to make particular place or give a clue as to the people in the start.,0.26666666666666666,0.16993464052287582,8.94,-0.43866565743008173
1995-1826-0000,white,20,raw,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"In the debate between the senior societies, her defense of the 15th Amendment had been not only a notable bit of reasoning but delivered with real enthusiasm.",0.14814814814814814,0.062111801242236024,9.485,-0.27891658544540404
1995-1826-0000,white,20,enhanced,True,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"And the debate between the scene of society is how the fans of the 15th Amendment have been not really a notable bit of reasoning, but delivered with real enthusiasm.",0.48148148148148145,0.19875776397515527,9.485,-0.438342757130924
1995-1826-0000,white,20,adaptive,True,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"And the debate between the scene of society is how the fans of the 15th Amendment have been not really a notable bit of reasoning, but delivered with real enthusiasm.",0.48148148148148145,0.19875776397515527,9.485,-0.438342757130924
1995-1826-0000,white,10,raw,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"And the debate between the senior societies, how the fence over 15th Amendment had been not only a notable bit of reasoning, but delivered with real enthusiasm.",0.3333333333333333,0.13664596273291926,9.485,-0.4713744677603245
1995-1826-0000,white,10,enhanced,True,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"And the base between the scenes is on. These were the things that were affecting the moment. And they were not even able to know about that arrangement, but delivered with real enthusiasm.",0.8888888888888888,0.5279503105590062,9.485,-0.7427777868250142
1995-1826-0000,white,10,adaptive,True,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"And the base between the scenes is on. These were the things that were affecting the moment. And they were not even able to know about that arrangement, but delivered with real enthusiasm.",0.8888888888888888,0.5279503105590062,9.485,-0.7427777868250142
1995-1826-0000,white,0,raw,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"And the base between the two of the time, and the same as the 15 of the moment, has been manually denoted instead of using it, but the result is the same as the two of the time.",1.1851851851851851,0.6335403726708074,9.485,-0.9249268426344945
1995-1826-0000,white,0,enhanced,True,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"So they don't get, heroop duffin' Or, naht, heroop duffin' And this is what a momma to, If they don't get gold, but if they don't get gold I Don't get gold",1.1481481481481481,0.7204968944099379,9.485,-2.9917471078725963
1995-1826-0000,white,0,adaptive,True,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,By being so totally over Don't get eliminated by a good deal But believing yet you're increasing,0.9259259259259259,0.6770186335403726,9.485,-3.0904034009346595
1995-1826-0000,pink,20,raw,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"In the debate between the senior society's her defense of the 15th Amendment had been, not only a notable bit of reasoning, but delivered with real enthusiasm.",0.2222222222222222,0.08074534161490683,9.485,-0.2869200448732118
1995-1826-0000,pink,20,enhanced,True,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"In the debate between the senior society's heard a fence of the 15th Amendment have been not only a notable bit of reasoning, but delivered with real enthusiasm.",0.2962962962962963,0.10559006211180125,9.485,-0.34785716598098343
1995-1826-0000,pink,20,adaptive,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"In the debate between the senior society's her defense of the 15th Amendment had been, not only a notable bit of reasoning, but delivered with real enthusiasm.",0.2222222222222222,0.08074534161490683,9.485,-0.2869200448732118
